"Codigo_qr";"Nombre de la variedad";"Fecha_siembra";"Sede";"Bloque";"Cama";"Lado";"Total sembrado";"Tipo";"Largo";"Ancho";"Productividad";"Metros cuadrados";"Sem_Siem";"Edad en semanas";
"|SKY1|B06_4C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"4";"C";"19,00";"HYDRANGEA";"4,00";"1,00";"1";"4";"17";"8";
"|SKY1|B06_15C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"15";"C";"77,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B06_18C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"18";"C";"93,00";"HYDRANGEA";"21,00";"1,00";"1";"21";"17";"8";
"|SKY1|B06_19C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"19";"C";"98,00";"HYDRANGEA";"23,00";"1,00";"1";"23";"17";"8";
"|SKY1|B06_1C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"1";"C";"3,00";"HYDRANGEA";"1,00";"1,00";"1";"1";"17";"8";
"|SKY1|B06_14C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"14";"C";"71,00";"HYDRANGEA";"16,00";"1,00";"1";"16";"17";"8";
"|SKY1|B06_17C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"17";"C";"87,00";"HYDRANGEA";"20,00";"1,00";"1";"20";"17";"8";
"|SKY1|B06_21C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"21";"C";"106,00";"HYDRANGEA";"25,00";"1,00";"1";"25";"17";"8";
"|SKY1|B06_22C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"22";"C";"38,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"17";"8";
"|SKY1|B06_13C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"13";"C";"65,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B06_12C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"12";"C";"61,00";"HYDRANGEA";"14,00";"1,00";"1";"14";"17";"8";
"|SKY1|B06_2C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"2";"C";"9,00";"HYDRANGEA";"2,00";"1,00";"1";"2";"17";"8";
"|SKY1|B06_20C";"HYD. SHOCKING BLUE";"20/04/2010";"|SKY1|";"B06";"20";"C";"104,00";"HYDRANGEA";"23,00";"1,00";"1";"23";"17";"8";
"|SKY1|B07_35A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"35";"A";"78,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_34A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"34";"A";"79,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B07_33A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"33";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_26A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"26";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_32A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"32";"A";"79,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_2A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"2";"A";"24,00";"HYDRANGEA";"6,00";"1,00";"1";"6";"17";"8";
"|SKY1|B07_30A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"30";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_29A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"29";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_28A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"28";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_27A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"27";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_36A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"36";"A";"78,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_31A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"31";"A";"80,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_37A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"37";"A";"78,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_43A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"43";"A";"21,00";"HYDRANGEA";"5,00";"1,00";"1";"5";"17";"8";
"|SKY1|B07_39A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"39";"A";"63,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"17";"8";
"|SKY1|B07_3A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"3";"A";"36,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"17";"8";
"|SKY1|B07_40A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"40";"A";"53,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"17";"8";
"|SKY1|B07_41A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"41";"A";"39,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"17";"8";
"|SKY1|B07_42A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"42";"A";"27,00";"HYDRANGEA";"6,00";"1,00";"1";"6";"17";"8";
"|SKY1|B07_44A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"44";"A";"11,00";"HYDRANGEA";"2,00";"1,00";"1";"2";"17";"8";
"|SKY1|B07_4A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"4";"A";"50,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"17";"8";
"|SKY1|B07_5A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"5";"A";"57,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"17";"8";
"|SKY1|B07_6A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"6";"A";"54,00";"HYDRANGEA";"14,00";"1,00";"1";"14";"17";"8";
"|SKY1|B07_7A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"7";"A";"62,00";"HYDRANGEA";"14,00";"1,00";"1";"14";"17";"8";
"|SKY1|B07_8A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"8";"A";"65,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_9A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"9";"A";"67,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_25A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"25";"A";"82,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_38A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"38";"A";"71,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"17";"8";
"|SKY1|B07_24A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"24";"A";"81,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_1A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"1";"A";"10,00";"HYDRANGEA";"3,00";"1,00";"1";"3";"17";"8";
"|SKY1|B07_23A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"23";"A";"81,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_16A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"16";"A";"81,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B07_13A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"13";"A";"77,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B07_17A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"17";"A";"82,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_18A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"18";"A";"82,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_19A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"19";"A";"82,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B07_12A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"12";"A";"74,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B07_14A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"14";"A";"54,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"17";"8";
"|SKY1|B07_20A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"20";"A";"65,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_15A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"15";"A";"20,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B07_21A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"21";"A";"56,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_22A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"22";"A";"53,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_10A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"10";"A";"69,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_11A";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"11";"A";"72,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B07_6B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"6";"B";"33,00";"HYDRANGEA";"16,00";"1,00";"1";"16";"17";"8";
"|SKY1|B07_5B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"5";"B";"51,00";"HYDRANGEA";"16,00";"1,00";"1";"16";"17";"8";
"|SKY1|B07_7B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"7";"B";"66,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_10B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"10";"B";"58,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"17";"8";
"|SKY1|B07_4B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"4";"B";"53,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B07_12B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"12";"B";"52,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"17";"8";
"|SKY1|B07_23B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"23";"B";"17,00";"HYDRANGEA";"3,00";"1,00";"1";"3";"17";"8";
"|SKY1|B07_9B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"9";"B";"61,00";"HYDRANGEA";"14,00";"1,00";"1";"14";"17";"8";
"|SKY1|B07_13B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"13";"B";"49,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"17";"8";
"|SKY1|B07_11B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"11";"B";"55,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"17";"8";
"|SKY1|B07_8B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"8";"B";"63,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B07_3B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"3";"B";"54,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_24B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"24";"B";"15,00";"HYDRANGEA";"3,00";"1,00";"1";"3";"17";"8";
"|SKY1|B07_22B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"22";"B";"21,00";"HYDRANGEA";"4,00";"1,00";"1";"4";"17";"8";
"|SKY1|B07_26B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"26";"B";"7,00";"HYDRANGEA";"1,00";"1,00";"1";"1";"17";"8";
"|SKY1|B07_21B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"21";"B";"24,00";"HYDRANGEA";"5,00";"1,00";"1";"5";"17";"8";
"|SKY1|B07_20B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"20";"B";"27,00";"HYDRANGEA";"6,00";"1,00";"1";"6";"17";"8";
"|SKY1|B07_2B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"2";"B";"51,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B07_25B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"25";"B";"11,00";"HYDRANGEA";"2,00";"1,00";"1";"2";"17";"8";
"|SKY1|B07_14B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"14";"B";"45,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"17";"8";
"|SKY1|B07_19B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"19";"B";"29,00";"HYDRANGEA";"6,00";"1,00";"1";"6";"17";"8";
"|SKY1|B07_18B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"18";"B";"33,00";"HYDRANGEA";"7,00";"1,00";"1";"7";"17";"8";
"|SKY1|B07_17B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"17";"B";"36,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"17";"8";
"|SKY1|B07_16B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"16";"B";"39,00";"HYDRANGEA";"9,00";"1,00";"1";"9";"17";"8";
"|SKY1|B07_15B";"HYD.ESMERALDA GREEN";"20/04/2015";"|SKY1|";"B07";"15";"B";"42,00";"HYDRANGEA";"9,00";"1,00";"1";"9";"17";"8";
"|SKY1|B07_1B";"HYD. SHOCKING BLUE";"20/04/2015";"|SKY1|";"B07";"1";"B";"28,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"17";"8";
"|SKY1|B08_15A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"15";"A";"30,00";"HYDRANGEA";"9,00";"1,00";"1";"9";"17";"8";
"|SKY1|B08_8A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"8";"A";"42,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B08_16A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"16";"A";"16,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"17";"8";
"|SKY1|B08_1A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"1";"A";"53,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B08_6A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"6";"A";"58,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B08_2A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"2";"A";"65,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B08_3A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"3";"A";"59,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B08_14A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"14";"A";"29,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"17";"8";
"|SKY1|B08_7A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"7";"A";"39,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B08_4A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"4";"A";"56,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B08_5A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"5";"A";"48,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B08_10A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"10";"A";"35,00";"HYDRANGEA";"15,00";"1,00";"1";"15";"17";"8";
"|SKY1|B08_12A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"12";"A";"32,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"17";"8";
"|SKY1|B08_9A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"9";"A";"47,00";"HYDRANGEA";"16,00";"1,00";"1";"16";"17";"8";
"|SKY1|B08_11A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"11";"A";"37,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"17";"8";
"|SKY1|B08_13A";"HYD.AZUL TRADICIONAL";"21/04/2015";"|SKY1|";"B08";"13";"A";"27,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"17";"8";
"|SKY1|B08_8B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"8";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_4B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"4";"B";"53,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_5B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"5";"B";"46,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_3B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"3";"B";"54,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_10B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"10";"B";"48,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_2B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"2";"B";"51,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_9B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"9";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_6B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"6";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_13B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"13";"B";"41,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_1B";"HYD. SHOCKING BLUE";"22/04/2019";"|SKY1|";"B08";"1";"B";"28,00";"HYDRANGEA";"7,00";"1,00";"1";"7";"17";"8";
"|SKY1|B08_11B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"11";"B";"49,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_7B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"7";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_12B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"12";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_14B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"14";"B";"50,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_22B";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"22";"B";"12,00";"HYDRANGEA";"6,00";"1,00";"1";"6";"16";"9";
"|SKY1|B08_7C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"7";"C";"50,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"16";"9";
"|SKY1|B08_9C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"9";"C";"52,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_5C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"5";"C";"41,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"16";"9";
"|SKY1|B08_8C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"8";"C";"49,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"16";"9";
"|SKY1|B08_6C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"6";"C";"55,00";"HYDRANGEA";"12,00";"1,00";"1";"12";"16";"9";
"|SKY1|B08_14C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"14";"C";"10,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"16";"9";
"|SKY1|B08_3C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"3";"C";"59,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"16";"9";
"|SKY1|B08_4C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"4";"C";"58,00";"HYDRANGEA";"13,00";"1,00";"1";"13";"16";"9";
"|SKY1|B08_10C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"10";"C";"49,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_12C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"12";"C";"48,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_13C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"13";"C";"48,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"16";"9";
"|SKY1|B08_15C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"15";"C";"44,00";"HYDRANGEA";"10,00";"1,00";"1";"10";"16";"9";
"|SKY1|B08_11C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"11";"C";"49,00";"HYDRANGEA";"11,00";"1,00";"1";"11";"16";"9";
"|SKY1|B08_19C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"19";"C";"38,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"16";"9";
"|SKY1|B08_1C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"1";"C";"14,00";"HYDRANGEA";"2,00";"1,00";"1";"2";"16";"9";
"|SKY1|B08_20C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"20";"C";"36,00";"HYDRANGEA";"8,00";"1,00";"1";"8";"16";"9";
"|SKY1|B08_22C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"22";"C";"32,00";"HYDRANGEA";"7,00";"1,00";"1";"7";"16";"9";
"|SKY1|B08_2C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"2";"C";"61,00";"HYDRANGEA";"14,00";"1,00";"1";"14";"16";"9";
"|SKY1|B08_17C";"HYD. SHOCKING BLUE";"18/04/2019";"|SKY1|";"B08";"17";"C";"41,00";"HYDRANGEA";"9,00";"1,00";"1";"9";"16";"9";
"|SKY1|B09_35A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"35";"A";"81,00";"HYDRANGEA";"21,00";"1,00";"1";"21";"17";"8";
"|SKY1|B09_20A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"20";"A";"47,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B09_21A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"21";"A";"56,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B09_3A";"HYD.AZUL TRADICIONAL";"18/04/2018";"|SKY1|";"B09";"3";"A";"16,00";"HYDRANGEA";"4,00";"1,00";"1";"4";"16";"9";
"|SKY1|B09_22A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"22";"A";"54,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B09_36A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"36";"A";"67,00";"HYDRANGEA";"17,00";"1,00";"1";"17";"17";"8";
"|SKY1|B09_23A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"23";"A";"32,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B09_24A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"24";"A";"6,00";"HYDRANGEA";"18,00";"1,00";"1";"18";"17";"8";
"|SKY1|B09_27A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"27";"A";"75,00";"HYDRANGEA";"20,00";"1,00";"1";"20";"17";"8";
"|SKY1|B09_25A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"25";"A";"55,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B09_33A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"33";"A";"69,00";"HYDRANGEA";"21,00";"1,00";"1";"21";"17";"8";
"|SKY1|B09_26A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"26";"A";"60,00";"HYDRANGEA";"19,00";"1,00";"1";"19";"17";"8";
"|SKY1|B09_32A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"32";"A";"78,00";"HYDRANGEA";"21,00";"1,00";"1";"21";"17";"8";
"|SKY1|B09_4A";"HYD.AZUL TRADICIONAL";"18/04/2018";"|SKY1|";"B09";"4";"A";"18,00";"HYDRANGEA";"5,00";"1,00";"1";"5";"16";"9";
"|SKY1|B09_31A";"HYD.AZUL TRADICIONAL";"17/04/2016";"|SKY1|";"B09";"31";"A";"65,00";"HYDRANGEA";"20,00";"1,00";"1";"20";"17";"8";
