"Codigo_qr";"Nombre de la variedad";"Fecha_siembra";"Sede";"Bloque";"Cama";"Lado";"Total sembrado";"Tipo";"Largo";"Ancho";"Productividad";"Metros cuadrados";"Sem_Siem";"Edad en semanas";
"|SKY4|B04_88A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"88";"A";"800,00";"GIRASOL";"19,30";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_89A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"89";"A";"800,00";"GIRASOL";"18,80";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_8A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"8";"A";"613,00";"GIRASOL";"18,20";"1,20";"0,5";"22";"22";"3";
"|SKY4|B04_90A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"90";"A";"800,00";"GIRASOL";"18,80";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_91A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"91";"A";"800,00";"GIRASOL";"19,60";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_92A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"92";"A";"800,00";"GIRASOL";"19,40";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_93A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"93";"A";"800,00";"GIRASOL";"19,40";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_94A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"94";"A";"800,00";"GIRASOL";"19,60";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_96A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"96";"A";"800,00";"GIRASOL";"19,60";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_97A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"97";"A";"800,00";"GIRASOL";"19,60";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_98A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"98";"A";"800,00";"GIRASOL";"19,30";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_99A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"99";"A";"800,00";"GIRASOL";"19,20";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_9A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"9";"A";"613,00";"GIRASOL";"21,90";"1,20";"0,5";"26";"22";"3";
"|SKY4|B04_76A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"76";"A";"533,00";"GIRASOL";"7,10";"1,20";"0,5";"9";"23";"2";
"|SKY4|B04_49A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"49";"A";"906,00";"GIRASOL";"22,50";"1,20";"0,5";"27";"22";"3";
"|SKY4|B04_75A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"75";"A";"533,00";"GIRASOL";"4,90";"1,20";"0,5";"6";"23";"2";
"|SKY4|B04_73A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"73";"A";"533,00";"GIRASOL";"32,70";"1,20";"0,5";"39";"23";"2";
"|SKY4|B04_50A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"50";"A";"1.066,00";"GIRASOL";"23,50";"1,20";"0,5";"28";"22";"3";
"|SKY4|B04_51A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"51";"A";"1.066,00";"GIRASOL";"18,40";"1,20";"0,5";"22";"22";"3";
"|SKY4|B04_52A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"52";"A";"1.066,00";"GIRASOL";"21,60";"1,20";"0,5";"26";"22";"3";
"|SKY4|B04_53A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"53";"A";"1.066,00";"GIRASOL";"21,70";"1,20";"0,5";"26";"22";"3";
"|SKY4|B04_54A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"54";"A";"1.066,00";"GIRASOL";"23,30";"1,20";"0,5";"28";"22";"3";
"|SKY4|B04_55A";"VICENT CHOICE";"31/05/2024";"|SKY4|";"B04";"55";"A";"800,00";"GIRASOL";"25,40";"1,20";"0,5";"30";"22";"3";
"|SKY4|B04_56A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"56";"A";"800,00";"GIRASOL";"26,40";"1,20";"0,5";"32";"23";"2";
"|SKY4|B04_57A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"57";"A";"800,00";"GIRASOL";"27,40";"1,20";"0,5";"33";"23";"2";
"|SKY4|B04_58A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"58";"A";"800,00";"GIRASOL";"28,30";"1,20";"0,5";"34";"23";"2";
"|SKY4|B04_59A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"59";"A";"800,00";"GIRASOL";"30,30";"1,20";"0,5";"36";"23";"2";
"|SKY4|B04_5A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"5";"A";"1.013,00";"GIRASOL";"15,70";"1,20";"0,5";"19";"22";"3";
"|SKY4|B04_60A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"60";"A";"800,00";"GIRASOL";"31,70";"1,20";"0,5";"38";"23";"2";
"|SKY4|B04_61A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"61";"A";"800,00";"GIRASOL";"33,00";"1,20";"0,5";"40";"23";"2";
"|SKY4|B04_62A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"62";"A";"800,00";"GIRASOL";"33,70";"1,20";"0,5";"40";"23";"2";
"|SKY4|B04_63A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"63";"A";"800,00";"GIRASOL";"35,00";"1,20";"0,5";"42";"23";"2";
"|SKY4|B04_64A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"64";"A";"800,00";"GIRASOL";"35,80";"1,20";"0,5";"43";"23";"2";
"|SKY4|B04_65A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"65";"A";"800,00";"GIRASOL";"36,60";"1,20";"0,5";"44";"23";"2";
"|SKY4|B04_66A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"66";"A";"800,00";"GIRASOL";"36,10";"1,20";"0,5";"43";"23";"2";
"|SKY4|B04_67A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"67";"A";"800,00";"GIRASOL";"36,70";"1,20";"0,5";"44";"23";"2";
"|SKY4|B04_68A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"68";"A";"800,00";"GIRASOL";"36,20";"1,20";"0,5";"43";"23";"2";
"|SKY4|B04_69A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"69";"A";"800,00";"GIRASOL";"36,00";"1,20";"0,5";"43";"23";"2";
"|SKY4|B04_1A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"1";"A";"667,00";"GIRASOL";"17,00";"1,20";"0,5";"20";"22";"3";
"|SKY4|B04_70A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"70";"A";"800,00";"GIRASOL";"0,00";"1,20";"0,5";"0";"23";"2";
"|SKY4|B04_71A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"71";"A";"800,00";"GIRASOL";"33,90";"1,20";"0,5";"41";"23";"2";
"|SKY4|B04_72A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"72";"A";"533,00";"GIRASOL";"33,70";"1,20";"0,5";"40";"23";"2";
"|SKY4|B04_74A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"74";"A";"533,00";"GIRASOL";"2,30";"1,20";"0,5";"3";"23";"2";
"|SKY4|B04_19A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"19";"A";"613,00";"GIRASOL";"12,30";"1,20";"0,5";"15";"22";"3";
"|SKY4|B04_178A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"179";"A";"711,00";"GIRASOL";"19,00";"1,20";"0,5";"23";"24";"1";
"|SKY4|B04_193A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"193";"A";"800,00";"GIRASOL";"26,20";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_125A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"125";"A";"880,00";"GIRASOL";"18,00";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_126A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"126";"A";"880,00";"GIRASOL";"19,80";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_127A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"127";"A";"880,00";"GIRASOL";"20,20";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_128A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"128";"A";"986,00";"GIRASOL";"20,00";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_129A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"129";"A";"800,00";"GIRASOL";"13,90";"1,20";"0,5";"17";"23";"2";
"|SKY4|B04_12A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"12";"A";"613,00";"GIRASOL";"30,40";"1,20";"0,5";"36";"22";"3";
"|SKY4|B04_130A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"130";"A";"933,00";"GIRASOL";"13,70";"1,20";"0,5";"16";"23";"2";
"|SKY4|B04_131A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"131";"A";"800,00";"GIRASOL";"12,90";"1,20";"0,5";"15";"23";"2";
"|SKY4|B04_132A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"132";"A";"800,00";"GIRASOL";"13,10";"1,20";"0,5";"16";"23";"2";
"|SKY4|B04_133A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"133";"A";"800,00";"GIRASOL";"14,30";"1,20";"0,5";"17";"23";"2";
"|SKY4|B04_124A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"124";"A";"880,00";"GIRASOL";"16,00";"1,20";"0,5";"19";"23";"2";
"|SKY4|B04_134A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"134";"A";"960,00";"GIRASOL";"13,30";"1,20";"0,5";"16";"23";"2";
"|SKY4|B04_136A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"136";"A";"960,00";"GIRASOL";"17,00";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_137A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"137";"A";"960,00";"GIRASOL";"24,20";"1,20";"0,5";"29";"23";"2";
"|SKY4|B04_138A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"138";"A";"960,00";"GIRASOL";"27,00";"1,20";"0,5";"32";"23";"2";
"|SKY4|B04_139A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"139";"A";"960,00";"GIRASOL";"33,10";"1,20";"0,5";"40";"23";"2";
"|SKY4|B04_13A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"13";"A";"613,00";"GIRASOL";"31,50";"1,20";"0,5";"38";"22";"3";
"|SKY4|B04_140A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"140";"A";"960,00";"GIRASOL";"26,40";"1,20";"0,5";"32";"23";"2";
"|SKY4|B04_141A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"141";"A";"960,00";"GIRASOL";"21,30";"1,20";"0,5";"26";"23";"2";
"|SKY4|B04_142A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"142";"A";"960,00";"GIRASOL";"17,60";"1,20";"0,5";"21";"24";"1";
"|SKY4|B04_143A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"143";"A";"960,00";"GIRASOL";"11,70";"1,20";"0,5";"14";"24";"1";
"|SKY4|B04_144A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"144";"A";"960,00";"GIRASOL";"9,70";"1,20";"0,5";"12";"24";"1";
"|SKY4|B04_135A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"135";"A";"960,00";"GIRASOL";"8,80";"1,20";"0,5";"11";"23";"2";
"|SKY4|B04_123A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"123";"A";"880,00";"GIRASOL";"20,00";"1,20";"0,5";"24";"23";"2";
"|SKY4|B04_122A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"122";"A";"880,00";"GIRASOL";"19,10";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_121A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"121";"A";"880,00";"GIRASOL";"19,00";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_100A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"100";"A";"800,00";"GIRASOL";"18,90";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_101A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"101";"A";"800,00";"GIRASOL";"18,50";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_102A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"102";"A";"800,00";"GIRASOL";"18,50";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_103A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"103";"A";"480,00";"GIRASOL";"18,30";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_104A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"104";"A";"480,00";"GIRASOL";"16,80";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_105A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"105";"A";"480,00";"GIRASOL";"16,80";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_106A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"106";"A";"480,00";"GIRASOL";"16,10";"1,20";"0,5";"19";"23";"2";
"|SKY4|B04_107A";"VICENT CHOICE";"5/06/2024";"|SKY4|";"B04";"107";"A";"480,00";"GIRASOL";"16,40";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_108A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"108";"A";"480,00";"GIRASOL";"16,20";"1,20";"0,5";"19";"23";"2";
"|SKY4|B04_109A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"109";"A";"480,00";"GIRASOL";"16,20";"1,20";"0,5";"19";"23";"2";
"|SKY4|B04_10A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"10";"A";"613,00";"GIRASOL";"27,70";"1,20";"0,5";"33";"22";"3";
"|SKY4|B04_110A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"110";"A";"480,00";"GIRASOL";"16,50";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_111A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"111";"A";"746,00";"GIRASOL";"16,40";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_112A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"112";"A";"746,00";"GIRASOL";"16,70";"1,20";"0,5";"20";"23";"2";
"|SKY4|B04_113A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"113";"A";"746,00";"GIRASOL";"17,80";"1,20";"0,5";"21";"23";"2";
"|SKY4|B04_114A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"114";"A";"746,00";"GIRASOL";"17,80";"1,20";"0,5";"21";"23";"2";
"|SKY4|B04_115A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"115";"A";"880,00";"GIRASOL";"18,30";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_116A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"116";"A";"880,00";"GIRASOL";"18,30";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_117A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"117";"A";"880,00";"GIRASOL";"19,10";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_118A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"118";"A";"880,00";"GIRASOL";"18,70";"1,20";"0,5";"22";"23";"2";
"|SKY4|B04_119A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"119";"A";"1.583,00";"GIRASOL";"18,80";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_194A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"194";"A";"800,00";"GIRASOL";"20,60";"1,20";"0,5";"25";"24";"1";
"|SKY4|B04_120A";"VICENT CHOICE";"4/06/2024";"|SKY4|";"B04";"120";"A";"880,00";"GIRASOL";"18,80";"1,20";"0,5";"23";"23";"2";
"|SKY4|B04_145A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"145";"A";"960,00";"GIRASOL";"6,60";"1,20";"0,5";"8";"24";"1";
"|SKY4|B04_146A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"146";"A";"960,00";"GIRASOL";"3,80";"1,20";"0,5";"5";"24";"1";
"|SKY4|B04_11A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"11";"A";"613,00";"GIRASOL";"16,70";"1,20";"0,5";"20";"22";"3";
"|SKY4|B04_148A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"148";"A";"960,00";"GIRASOL";"16,10";"1,20";"0,5";"19";"24";"1";
"|SKY4|B04_172A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"172";"A";"800,00";"GIRASOL";"11,00";"1,20";"0,5";"13";"24";"1";
"|SKY4|B04_174A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"174";"A";"800,00";"GIRASOL";"5,00";"1,20";"0,5";"6";"24";"1";
"|SKY4|B04_175A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"175";"A";"800,00";"GIRASOL";"8,20";"1,20";"0,5";"10";"24";"1";
"|SKY4|B04_176A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"176";"A";"800,00";"GIRASOL";"11,20";"1,20";"0,5";"13";"24";"1";
"|SKY4|B04_177A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"177";"A";"800,00";"GIRASOL";"16,30";"1,20";"0,5";"20";"24";"1";
"|SKY4|B04_192A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"192";"A";"800,00";"GIRASOL";"26,00";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_179A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"179";"A";"800,00";"GIRASOL";"22,10";"1,20";"0,5";"27";"24";"1";
"|SKY4|B04_17A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"17";"A";"613,00";"GIRASOL";"35,60";"1,20";"0,5";"43";"22";"3";
"|SKY4|B04_180A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"180";"A";"800,00";"GIRASOL";"23,20";"1,20";"0,5";"28";"24";"1";
"|SKY4|B04_191A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"191";"A";"800,00";"GIRASOL";"26,20";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_171A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"171";"A";"800,00";"GIRASOL";"12,30";"1,20";"0,5";"15";"24";"1";
"|SKY4|B04_190A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"190";"A";"800,00";"GIRASOL";"12,60";"1,20";"0,5";"15";"24";"1";
"|SKY4|B04_189A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"189";"A";"800,00";"GIRASOL";"23,40";"1,20";"0,5";"28";"24";"1";
"|SKY4|B04_188A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"188";"A";"800,00";"GIRASOL";"25,80";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_187A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"187";"A";"800,00";"GIRASOL";"25,90";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_186A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"186";"A";"800,00";"GIRASOL";"26,80";"1,20";"0,5";"32";"24";"1";
"|SKY4|B04_185A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"185";"A";"800,00";"GIRASOL";"28,40";"1,20";"0,5";"34";"24";"1";
"|SKY4|B04_184A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"184";"A";"800,00";"GIRASOL";"30,40";"1,20";"0,5";"36";"24";"1";
"|SKY4|B04_183A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"183";"A";"800,00";"GIRASOL";"30,80";"1,20";"0,5";"37";"24";"1";
"|SKY4|B04_181A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"181";"A";"800,00";"GIRASOL";"25,90";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_182A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"182";"A";"800,00";"GIRASOL";"27,80";"1,20";"0,5";"33";"24";"1";
"|SKY4|B04_147A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"147";"A";"960,00";"GIRASOL";"4,40";"1,20";"0,5";"5";"24";"1";
"|SKY4|B04_18A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"18";"A";"613,00";"GIRASOL";"11,90";"1,20";"0,5";"14";"22";"3";
"|SKY4|B04_170A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"170";"A";"800,00";"GIRASOL";"16,00";"1,20";"0,5";"19";"24";"1";
"|SKY4|B04_173A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"173";"A";"800,00";"GIRASOL";"10,10";"1,20";"0,5";"12";"24";"1";
"|SKY4|B04_169A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"169";"A";"800,00";"GIRASOL";"21,70";"1,20";"0,5";"26";"24";"1";
"|SKY4|B04_151A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"151";"A";"960,00";"GIRASOL";"29,70";"1,20";"0,5";"36";"24";"1";
"|SKY4|B04_152A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"152";"A";"960,00";"GIRASOL";"29,00";"1,20";"0,5";"35";"24";"1";
"|SKY4|B04_153A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"153";"A";"960,00";"GIRASOL";"30,50";"1,20";"0,5";"37";"24";"1";
"|SKY4|B04_154A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"154";"A";"720,00";"GIRASOL";"28,70";"1,20";"0,5";"34";"24";"1";
"|SKY4|B04_155A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"155";"A";"720,00";"GIRASOL";"19,00";"1,20";"0,5";"23";"24";"1";
"|SKY4|B04_156A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"156";"A";"720,00";"GIRASOL";"13,90";"1,20";"0,5";"17";"24";"1";
"|SKY4|B04_157A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"157";"A";"613,00";"GIRASOL";"10,70";"1,20";"0,5";"13";"24";"1";
"|SKY4|B04_158A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"158";"A";"1.173,00";"GIRASOL";"7,30";"1,20";"0,5";"9";"24";"1";
"|SKY4|B04_16A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"16";"A";"613,00";"GIRASOL";"35,10";"1,20";"0,5";"42";"22";"3";
"|SKY4|B04_159A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"159";"A";"800,00";"GIRASOL";"7,40";"1,20";"0,5";"9";"24";"1";
"|SKY4|B04_15A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"15";"A";"613,00";"GIRASOL";"35,10";"1,20";"0,5";"42";"22";"3";
"|SKY4|B04_14A";"VICENT CHOICE";"30/05/2024";"|SKY4|";"B04";"14";"A";"613,00";"GIRASOL";"32,40";"1,20";"0,5";"39";"22";"3";
"|SKY4|B04_160A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"160";"A";"800,00";"GIRASOL";"17,60";"1,20";"0,5";"21";"24";"1";
"|SKY4|B04_161A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"161";"A";"800,00";"GIRASOL";"25,50";"1,20";"0,5";"31";"24";"1";
"|SKY4|B04_162A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"162";"A";"800,00";"GIRASOL";"29,30";"1,20";"0,5";"35";"24";"1";
"|SKY4|B04_163A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"163";"A";"933,00";"GIRASOL";"29,60";"1,20";"0,5";"36";"24";"1";
"|SKY4|B04_164A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"164";"A";"933,00";"GIRASOL";"30,00";"1,20";"0,5";"36";"24";"1";
"|SKY4|B04_165A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"165";"A";"933,00";"GIRASOL";"29,20";"1,20";"0,5";"35";"24";"1";
"|SKY4|B04_166A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"166";"A";"800,00";"GIRASOL";"29,40";"1,20";"0,5";"35";"24";"1";
"|SKY4|B04_167A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"167";"A";"800,00";"GIRASOL";"28,20";"1,20";"0,5";"34";"24";"1";
"|SKY4|B04_149A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"149";"A";"960,00";"GIRASOL";"26,60";"1,20";"0,5";"32";"24";"1";
"|SKY4|B04_168A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"168";"A";"800,00";"GIRASOL";"27,20";"1,20";"0,5";"33";"24";"1";
"|SKY4|B04_150A";"VICENT CHOICE";"13/06/2024";"|SKY4|";"B04";"150";"A";"960,00";"GIRASOL";"29,40";"1,20";"0,5";"35";"24";"1";
"|SKY4|B05_97A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"97";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_96A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"96";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_94A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"94";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_93A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"93";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_92A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"92";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_98A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"98";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_95A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"95";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_99A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"99";"A";"1.616,00";"GIRASOL";"60,60";"1,20";"0,5";"73";"18";"7";
"|SKY4|B05_154A";"VICENT CHOICE";"3/05/2024";"|SKY4|";"B05";"154";"A";"969,00";"GIRASOL";"36,40";"1,20";"0,5";"44";"18";"7";
